period|nome|value|id
1965.02|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,0156E-11|33593
1965.03|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,0766E-11|33593
1965.04|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,1019E-11|33593
1965.05|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,1208E-11|33593
1965.06|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,1337E-11|33593
1965.07|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,1648E-11|33593
1965.08|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,1787E-11|33593
1965.09|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,2020E-11|33593
1965.10|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,2263E-11|33593
1965.11|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,2374E-11|33593
1965.12|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,2612E-11|33593
1966.01|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,3580E-11|33593
1966.02|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,3973E-11|33593
1966.03|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,4337E-11|33593
1966.04|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,5012E-11|33593
1966.05|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,5361E-11|33593
1966.06|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,5646E-11|33593
1966.07|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,6166E-11|33593
1966.08|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,6520E-11|33593
1966.09|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,6913E-11|33593
1966.10|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,7260E-11|33593
1966.11|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,7428E-11|33593
1966.12|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,7547E-11|33593
1967.01|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,8328E-11|33593
1967.02|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,8772E-11|33593
1967.03|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,9204E-11|33593
1967.04|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,9688E-11|33593
1967.05|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|1,9949E-11|33593
1967.06|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,0109E-11|33593
1967.07|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,0676E-11|33593
1967.08|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,0849E-11|33593
1967.09|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,1165E-11|33593
1967.10|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,1483E-11|33593
1967.11|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,1816E-11|33593
1967.12|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,1935E-11|33593
1968.01|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,2657E-11|33593
1968.02|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,3187E-11|33593
1968.03|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,3668E-11|33593
1968.04|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,4193E-11|33593
1968.05|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,4557E-11|33593
1968.06|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,5217E-11|33593
1968.07|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,5574E-11|33593
1968.08|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,5879E-11|33593
1968.09|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,6352E-11|33593
1968.10|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,6947E-11|33593
1968.11|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,7348E-11|33593
1968.12|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,7526E-11|33593
1969.01|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,7992E-11|33593
1969.02|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,8390E-11|33593
1969.03|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,8540E-11|33593
1969.04|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,8900E-11|33593
1969.05|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,9231E-11|33593
1969.06|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|2,9864E-11|33593
1969.07|Preços - IGP-DI - geral - índice (ago. 1994 = 100)|3,0552E-11|33593
