data|familias_endividadas_abs|familias_contas_em_atraso_abs|familias_sem_condicao_de_pagar_abs|familias_endividadas_perc|familias_contas_em_atraso_perc|familias_sem_condicao_de_pagar_perc|prazo_comprometimento_renda_3_meses|prazo_comprometimento_renda_3_a_6_meses|prazo_comprometimento_renda_6_a_12_meses|prazo_comprometimento_renda_mais_de_12_meses
|Endividadas|Contas em Atraso|"Não Terão Condições
de Pagar"|Endividadas|Contas em Atraso|"Não Terão Condições
de Pagar"|Até 3 Meses|De 3 a 6 Meses|"De 6 Meses
a 1 Ano"|"Por Mais de
1 Ano"
2007-03-01 00:00:00|0.6223113724998721|0.2527738155725278|0.08308919312259741|2231937.1621892215|906580.3672177071|298001.71763160307||||
2007-04-01 00:00:00|0.6204627524900808|0.2769185113769239|0.07664298246188099|2225307.0347627443|993175.9947716562|274882.2026030451||||
2007-05-01 00:00:00|0.6041218684100235|0.2605008593552025|0.06403679581296728|2166699.996464865|934293.6261014957|229669.76121348992||||
2007-06-01 00:00:00|0.6164991214220267|0.25574997442072095|0.0661251968515753|2211091.3609554986|917254.4442591994|237159.87001368662||||
2007-07-01 00:00:00|0.5674435505394292|0.22388291834893786|0.06860033902698452|2035152.1824290778|802962.3553801795|246037.03672977275||||
2007-08-01 00:00:00|0.5873066803163833|0.2580558814851609|0.05905627835715979|2106391.853541758|925524.6445112112|211806.9959037476||||
2007-09-01 00:00:00|0.5931187537684698|0.235111872112183|0.07077244814315006|2127237.0177157223|843235.3124627635|253827.3668939557||||
2007-10-01 00:00:00|0.5561311298736653|0.20887818868665872|0.05859633812920301|1994579.868963537|749147.4723139848|210157.4073978542||||
2007-11-01 00:00:00|0.538570841972566|0.20329900905240575|0.04822977861250944|1931599.4047181832|729137.5883387066|172977.45142756627||||
2007-12-01 00:00:00|0.48449106207584147|0.17371027667545197|0.03755284741618968|1737640.7598847435|623016.7711842554|134684.33873789193||||
2008-01-01 00:00:00|0.5274141420337283|0.17412971615461717|0.0406055188616324|1891585.5879999434|624521.1026205868|145632.83035177272||||
2008-02-01 00:00:00|0.47888940310203165|0.15223042717156662|0.04400801044064494|1717550.2531287235|545978.6895027845|157835.9616696654||||
2008-03-01 00:00:00|0.4824309377655983|0.1709935311671254|0.04627156116129905|1730252.0663625759|613273.0873497679|165954.24970871158||||
2008-04-01 00:00:00|0.4947444909642083|0.16879798605932325|0.04319466673544082|1774414.96968888|605398.7033453725|154918.8816973271||||
2008-05-01 00:00:00|0.49675762893305314|0.15402895984129464|0.041677397223934244|1781635.1453820053|552429.1772816788|149477.15211076243||||
2008-06-01 00:00:00|0.492452901018567|0.1615510411012905|0.05143353711438417|1766196.118184319|579407.3323389293|184467.82099977802||||
2008-07-01 00:00:00|0.5340485228078011|0.18626802640579895|0.06291984753821|1915379.9804088173|668055.4922091373|225663.79495152127||||
2008-08-01 00:00:00|0.44660484997248046|0.13938286576381145|0.04575583218725479|1601760.7993621004|499900.5507821512|164104.57330289055||||
2008-09-01 00:00:00|0.5275085736211123|0.15640191250703345|0.04088843455346008|1891924.2695321804|560939.8384600256|146647.51540215206||||
2008-10-01 00:00:00|0.5270569879303576|0.18593726603920513|0.05774244258176144|1890304.6448078896|666869.2108930583|207094.8871078797|0.22347266881028938|0.17202572347266876|0.21543408360128613|0.36334405144694537
2008-11-01 00:00:00|0.48965380320163876|0.18122122667451243|0.05801862057664647|1756157.0754891671|649955.0036624857|208085.4072195187|0.18063494055496182|0.2287321442379777|0.2105141875376037|0.36007647012070376
2008-12-01 00:00:00|0.4962079045448974|0.15002326731371038|0.042423888510059495|1779663.5434716018|538062.648872107|152154.46401020666|0.2251280731924525|0.239199904278384|0.22413022556659698|0.3001463472960517
2009-01-01 00:00:00|0.4545218671991367|0.1421604768885106|0.05229900232169035|1630155.4033219852|509862.53085399617|187571.83619880746|0.20949292406367992|0.22504647063595162|0.20429479836231226|0.344006001570297
2009-02-01 00:00:00|0.3753278846714211|0.11518217413621258|0.03877117368436359|1346123.9675548226|413104.09264040226|139053.90001183318|0.20073540279914984|0.21565767647147926|0.23870176783842476|0.3407409289135865
2009-03-01 00:00:00|0.49930260041686503|0.19204447982405012|0.05353807015267281|1790762.7568678982|688772.9041343909|192015.78766852533|0.20949292406367992|0.22504647063595162|0.20429479836231226|0.344006001570297
2009-04-01 00:00:00|0.553125704707221|0.21584237811046816|0.05684084617723326|1983800.82745218|774124.7326797812|203861.28635834006|0.2548323943838693|0.2308994617885986|0.22857975134332004|0.2698763010493969
2009-05-01 00:00:00|0.5238456045756467|0.21337483541996743|0.07888116779509775|1878786.9284874848|765274.821729105|282909.51696981635|0.20982552779478644|0.20184370879792304|0.24486242863256552|0.3285216689973508
2009-06-01 00:00:00|0.4892665474060823|0.19543828264758495|0.04651162790697674|1754768.1717352415|700944.8729874776|166815.25581395347|0.18281535648994518|0.27879341864716634|0.24862888482632542|0.27513711151736747
2009-07-01 00:00:00|0.45523724261414505|0.1745747538048344|0.05371530886302597|1632721.1172784243|626117.242614145|192651.45926589082|0.19469026548672566|0.255653883972468|0.24975417895771876|0.2615535889872173
2009-08-01 00:00:00|0.48745519713261654|0.19444444444444448|0.08109318996415772|1748271.713261649|697380.4444444446|290842.99641577067|0.23897058823529413|0.27389705882352944|0.1948529411764706|0.2775735294117647
2009-09-01 00:00:00|0.4520609318996416|0.18055555555555555|0.07302867383512546|1621329.1899641578|647567.5555555555|261919.38351254482|0.22794846382556988|0.2685827552031715|0.22001982160555006|0.27353815659068387
2009-10-01 00:00:00|0.4086645824028584|0.13890129522108083|0.05225547119249665|1465686.967396159|498173.3845466726|187415.71058508262|0.3016393442622951|0.26666666666666666|0.17814207650273226|0.24371584699453552
2009-11-01 00:00:00|0.46023235031277926|0.14298480786416445|0.055406613047363724|1650636.2109025915|512819.016979446|198717.36907953533|0.2796116504854369|0.2621359223300971|0.2|0.229126213592233
2009-12-01 00:00:00|0.4767441860465116|0.1967799642218247|0.06440071556350625|1709856.372093023|705756.8515205724|230974.96958855094|0.28893058161350843|0.21951219512195125|0.1801125703564728|0.29831144465290804
2010-01-01 00:00:00|0.44305555555555554|0.1398148148148148|0.05694444444444445|1589031.1555555556|501449.7481481481|204232.84444444446|0.2884012539184953|0.24869383490073144|0.15987460815047022|0.26436781609195403
2010-02-01 00:00:00|0.4288337924701561|0.12304866850321397|0.04729109274563819|1538024.4040404041|441317.494949495|169610.82828282824|0.2537473233404711|0.21841541755888652|0.20556745182012848|0.2955032119914347
2010-03-01 00:00:00|0.49121996303142323|0.1511090573012939|0.04251386321626617|1761774.1515711644|541956.865064695|152477.16081330867|0.2884012539184953|0.24869383490073144|0.15987460815047022|0.26436781609195403
2010-04-01 00:00:00|0.45603644646924835|0.14533029612756265|0.05694760820045559|1635587.4842824603|521231.176309795|204244.1913439636|0.23776223776223776|0.2777222777222777|0.2037962037962038|0.26173826173826176
2010-05-01 00:00:00|0.4440315838365072|0.14026939154667906|0.04598235020901069|1592531.7083139806|503080.1003251277|164916.9865304227|0.26464435146443516|0.2604602510460251|0.19560669456066948|0.26255230125523016
2010-06-01 00:00:00|0.42117537313432835|0.13432835820895522|0.04291044776119402|1510557.2686567164|481772.41791044775|153899.52238805967|0.2203765227021041|0.29235880398671094|0.20155038759689922|0.26799557032115173
2010-07-01 00:00:00|0.5154449054863992|0.14799446749654216|0.06131857999077915|1848657.5859843243|530786.3015214384|219920.80405716918|0.2173524150268336|0.24508050089445438|0.18962432915921287|0.3228980322003578
2010-08-01 00:00:00|0.5021037868162693|0.13978494623655915|0.049088359046283316|1800809.2903225808|501342.62365591404|176056.7741935484|0.297951582867784|0.2271880819366853|0.16759776536312848|0.27932960893854747
2010-09-01 00:00:00|0.509090909090909|0.14731934731934732|0.0662004662004662|1825868.7999999998|528364.9641025641|237429.82564102564|0.28205128205128205|0.2335164835164835|0.1401098901098901|0.3067765567765568
2010-10-01 00:00:00|0.49814298978644383|0.15506035283194056|0.06778087279480037|1786603.7808727948|556128.2971216341|243097.9981429898|0.3131407269338304|0.24324324324324323|0.13513513513513514|0.2851817334575955
2010-11-01 00:00:00|0.5013863216266174|0.17210376993509008|0.05783432919227959|1798236.081330869|617254.9897777587|207424.44100932815|0.31813953488372093|0.21767441860465117|0.1572093023255814|0.28930232558139535
2010-12-01 00:00:00|0.4571033210332104|0.1319188191881919|0.042896678966789684|1639413.859778598|473130.5387453875|153850.14022140228|0.29263370332996974|0.23612512613521694|0.15035317860746722|0.28456104944500504
2011-01-01 00:00:00|0.5120593692022264|0.14749536178107608|0.05844155844155845|1836515.2653061226|528996.2448979593|209602.28571428574|0.3016304347826087|0.21829710144927536|0.151268115942029|0.3161231884057971
2011-02-01 00:00:00|0.538250114521301|0.15300045808520388|0.044434264773247835|1930449.1067338525|548740.4269354101|159364.734768667|0.2246808510638298|0.2502127659574468|0.1753191489361702|0.34297872340425534
2011-03-01 00:00:00|0.5279048490393412|0.17200365965233302|0.06404391582799633|1893345.5224153704|616895.9414455626|229695.29734675202|0.23310225303292895|0.2192374350086655|0.21837088388214906|0.3119584055459272
2011-04-01 00:00:00|0.48310967144840344|0.14345210550670984|0.050902360018509944|1732686.3637204994|514494.99305876903|182562.73947246643|0.23659003831417624|0.20306513409961685|0.19348659003831417|0.3486590038314176
2011-05-01 00:00:00|0.4571026722925457|0.14392873886544771|0.05344585091420534|1639411.5330520393|516204.45194561646|191685.04078762306|0.2276923076923077|0.1846153846153846|0.2328205128205128|0.30358974358974355
2011-06-01 00:00:00|0.4694548872180451|0.15883458646616544|0.062030075187969935|1683713.097744361|569664.6917293234|222472.60150375945|0.2262262262262262|0.23223223223223222|0.2012012012012012|0.2942942942942943
2011-07-01 00:00:00|0.4727272727272727|0.1547785547785548|0.05967365967365968|1695449.5999999999|555117.6205128205|214021.2512820513|0.21499013806706113|0.23865877712031558|0.20019723865877712|0.3076923076923077
2011-08-01 00:00:00|0.45075046904315197|0.1196060037523452|0.0548780487804878|1616629.1782363977|428970.28142589115|196821.65853658534|0.21436004162330907|0.23829344432882416|0.19458896982310095|0.3028095733610822
2011-09-01 00:00:00|0.42471590909090906|0.12073863636363634|0.05066287878787878|1523255.5|433032.49999999994|181703.83333333328|0.2084726867335563|0.22073578595317728|0.20512820512820515|0.2831661092530658
2011-10-01 00:00:00|0.43011257035647277|0.10834896810506567|0.04643527204502814|1542610.7767354595|388596.60787992494|166541.4033771107|0.22464558342420937|0.20828789531079608|0.22791712104689205|0.2606324972737186
2011-11-01 00:00:00|0.4104967197750703|0.08013120899718838|0.03327085285848173|1472257.9793814432|287392.8247422681|119326.84536082475|0.2659817351598173|0.2089041095890411|0.18264840182648404|0.2659817351598173
2011-12-01 00:00:00|0.412809724170173|0.10705937353903693|0.0327255726975222|1480553.6344086023|383971.44086021505|117371.1827956989|0.26160815402038506|0.1857304643261608|0.19818799546998866|0.28199320498301245
2012-01-01 00:00:00|0.4241443108233117|0.10453283996299721|0.03145235892691951|1521205.4468085105|374909.95744680846|112804.76595744678|0.2584514721919302|0.2584514721919302|0.2093784078516903|0.22246455834242096
2012-02-01 00:00:00|0.4241443108233117|0.10453283996299721|0.03145235892691951|1533594.8143440764|434681.33272809803|140009.71765773944|0.21019108280254778|0.27388535031847133|0.21762208067940553|0.2749469214437367
2012-03-01 00:00:00|0.5216390423572744|0.18508287292817677|0.047882136279926324|1870873.0313075508|663804.9060773479|171730.6224677716|0.20741394527802295|0.2594880847308032|0.21094439541041482|0.2868490732568403
2012-04-01 00:00:00|0.5059360730593607|0.2182648401826484|0.039269406392694065|1814553.892237443|782812.9607305937|140840.82557077624|0.20577617328519857|0.3104693140794224|0.21931407942238265|0.23104693140794225
2012-05-01 00:00:00|0.5323905109489051|0.21532846715328466|0.053832116788321165|1909433.4744525547|772281.5766423357|193070.39416058394|0.16966580976863754|0.3924592973436161|0.18337617823479008|0.23136246786632392
2012-06-01 00:00:00|0.48487626031164077|0.19798350137488546|0.04766269477543539|1739022.2841429883|710073.3712190652|170943.58936755272|0.22589792060491493|0.37901701323251413|0.16729678638941398|0.20226843100189038
2012-07-01 00:00:00|0.5091937765205092|0.17963224893917965|0.06506364922206508|1826237.736916549|644256.0905233381|233352.59971711462|0.2138888888888889|0.2759259259259259|0.20925925925925928|0.2555555555555556
2012-08-01 00:00:00|0.5352697078115684|0.15208157699759944|0.04951283179200389|1919972.9405486884|545633.7812442315|177658.45065773363|0.22254036776927172|0.2904529086766467|0.1938706790960999|0.2624510097550605
2012-09-01 00:00:00|0.5148959608385872|0.12765102699945965|0.04903120270322508|1846925.3659207462|457940.3523733926|175913.08560327714|0.2073429112016111|0.27681951088342877|0.1813043078510813|0.30973548434122594
2012-10-01 00:00:00|0.48922559369892465|0.11838379009249375|0.043036743323222285|1754621.2901178168|424586.7779128514|154352.48495754978|0.24088915020880877|0.24284301355730495|0.16414334830132654|0.317451828870983
2012-11-01 00:00:00|0.47387124391020696|0.14590327559842947|0.042976435857889565|1699552.4846787867|523286.18322548404|154136.19054452496|0.2515989878723437|0.2287920829070686|0.15323555162344316|0.3243203547802949
2012-12-01 00:00:00|0.46262705539152393|0.15794839614763775|0.05812973731031547|1659224.8877192514|566486.345338595|208483.9304960911|0.28277058900807256|0.34360720779497955|0.1480904181446054|0.19746575527350807
2013-01-01 00:00:00|0.4883215981856807|0.15310169708897275|0.055190515152356644|1751379.084897693|549103.5234571192|197942.32792835135|0.19062678684753132|0.3935774951491342|0.16558567359599324|0.22503784104133823
2013-02-01 00:00:00|0.509145825676718|0.1756556497358934|0.04506598673237027|1826065.759872668|629993.9061359743|161630.42326327448|0.22633535822994533|0.31766326517588755|0.18684692575944797|0.2309836775435118
2013-03-01 00:00:00|0.520118157889831|0.13662015906647917|0.03849031648076234|1865418.3365802995|489992.0258563814|138046.5977871156|0.2256850690353326|0.23222879887593584|0.2135302837473238|0.3122425021163253
2013-04-01 00:00:00|0.5705099320960175|0.1652442493667171|0.051855374404376604|2046149.8457404654|592653.1271927132|185980.75225178004|0.25536533606463174|0.22659481138496854|0.16382061557946373|0.33596683345462697
2013-05-01 00:00:00|0.570555780950579|0.16434845603332396|0.05662343070718233|2046314.2839411183|589440.3393202854|203081.51968736923|0.24053980611219414|0.20736094421192647|0.19043681410477686|0.3374439777844985
2013-06-01 00:00:00|0.5353671415301664|0.14559772017128028|0.051882593629314126|1920109.2433779046|522190.3001304615|186078.37476415673|0.20430232747911817|0.2243498229447925|0.1756298489148295|0.37007544665869413
2013-07-01 00:00:00|0.5696609505535054|0.18672587555110148|0.05359239454820846|2043104.9496667627|669697.5809885409|192210.623634197|0.23699969210271504|0.2319966131298652|0.18302154466724632|0.32566666938090083
2013-08-01 00:00:00|0.5264532017539012|0.17357141655116062|0.068563151676688|1888139.1487800158|622518.745460401|245903.6632566885|0.17300351878491857|0.21793223866051137|0.20146784606388846|0.3804272362558503
2013-09-01 00:00:00|0.5256569572590509|0.13899721642134563|0.05352437053498744|1885283.3956043895|498517.40861721593|191966.65360610743|0.19542197426226648|0.200171544456211|0.18257600773541463|0.4038079175572479
2013-10-01 00:00:00|0.5435329401012303|0.18679646715870937|0.06186954971168164|1949396.1085953854|669950.7597657916|221896.87238833812|0.23036872540547654|0.21151566742251043|0.18803670126787186|0.3518510476334303
2013-11-01 00:00:00|0.5205042505115762|0.14775471740992518|0.044577168778137194|1866803.0685787825|529926.4311227842|159877.26398351483|0.24119028202109474|0.18561833958782917|0.19805075601144068|0.3583386251323565
2013-12-01 00:00:00|0.5376614041654448|0.168325259052917|0.054423144604969456|1928337.6805586845|603703.2547005403|195190.1319737719|0.2854213397096011|0.20350774165241858|0.15709187511289874|0.3361831601791239
2014-01-01 00:00:00|0.547241202520478|0.14783237055409904|0.046573498765960286|1962695.895593365|530204.9362986517|167037.15738208202|0.19413204021810707|0.22254299749917877|0.16289448572356757|0.40079693329464594
2014-02-01 00:00:00|0.508719792937266|0.14436794213233764|0.035263878565166086|1824537.7815237066|517779.66676000867|126474.887862568|0.19941821980141367|0.21307610503618568|0.17593040179075664|0.37124164918023256
2014-03-01 00:00:00|0.4842038066767307|0.14561039345152682|0.05086909621296838|1736610.5103526816|522235.7532049176|182443.43790250507|0.24496488159153174|0.17688049233297534|0.14715979119313033|0.4028401142938804
2014-04-01 00:00:00|0.5110538155222444|0.1483463149783619|0.050281425395213436|1832908.818877364|532048.2123667144|180335.74005984404|0.21289157686283344|0.18507101274263627|0.1614283292381393|0.40758003815409755
2014-05-01 00:00:00|0.5117201474451405|0.14519128015457383|0.04797416216429768|1835298.636976125|520732.5916302234|172060.67587879425|0.20326051864007166|0.20117930432979103|0.1859172342078487|0.3798129143561618
2014-06-01 00:00:00|0.49561541545572135|0.1361281195928324|0.04363301659482893|1777538.5647635774|488227.31250704196|156491.03574181863|0.19453999180998977|0.2000630187336644|0.1941386321209915|0.38948134330897777
2014-07-01 00:00:00|0.5007090467692425|0.13484807022738643|0.04939356759353807|1795807.016091198|483636.3796164878|177151.4131941169|0.19237877701673084|0.20316002117936316|0.1904388391527674|0.3906079461016725
2014-08-01 00:00:00|0.494499375306975|0.13016824051217282|0.0521063808077262|1773535.8555209746|466852.03930764215|186880.99374557263|0.19858045264219204|0.2042330789404401|0.188440572077119|0.38073054939214757
2014-09-01 00:00:00|0.4784030577612712|0.1171617987109352|0.040942549761440704|1715805.9619464164|420204.07160713297|146841.6011108004|0.18037988283484632|0.18585310209445555|0.18360470187032835|0.4141798928046644
2014-10-01 00:00:00|0.45291441290273093|0.10718793153425026|0.034336084642288364|1624390.2234792057|384432.5177096715|123147.3289799372|0.18290172729432858|0.17386525552375642|0.18801749588390554|0.41583459214094887
2014-11-01 00:00:00|0.4380731455994503|0.10521279294841598|0.03470432050644709|1571161.6027405052|377348.62786769646|124468.01721734667|0.21046419803283792|0.18214947855360877|0.1763223576897441|0.39890644633442407
2014-12-01 00:00:00|0.4310756498874928|0.10869122928085892|0.036956105960837225|1546064.8884396898|389824.1371702204|132544.10879950965|0.21980814911631613|0.1918474115578232|0.1596695229970077|0.40296815170796424
2015-01-01 00:00:00|0.3925774603843214|0.10937305073973169|0.047481642027541474|1407990.0538372595|392269.5089234684|170294.23861775428|0.14590511172193757|0.17736534961015207|0.16315490478179384|0.48167339396139675
2015-02-01 00:00:00|0.38879034170294324|0.10821325613900527|0.04549938531486315|1394407.4466471737|388109.87311371433|163184.81941454552|0.13528309802725408|0.18075192236529247|0.15815883691301258|0.4983402731343938
2015-03-01 00:00:00|0.4234631426966055|0.10708948755059713|0.0367697433894363|1518762.4182493712|384079.44560586807|131875.71421902822|0.1758423178352932|0.19008492688207812|0.1678963178001799|0.44400057358220213
2015-04-01 00:00:00|0.4893986260220252|0.12958903205625624|0.043576282998395166|1755241.8753895222|464774.6919626606|156287.55910966822|0.18749948447253942|0.17501530085503123|0.18523375712540469|0.4117226723545421
2015-05-01 00:00:00|0.5505788194930568|0.15509725569112012|0.05473829400711034|1974666.3523187938|556260.6502593617|196320.42412873346|0.2167903985332839|0.175244142862561|0.18202020558178789|0.380688195518675
2015-06-01 00:00:00|0.5398802970294476|0.15167184688332067|0.06135221520067231|1936295.8019444307|543975.3256587423|220041.4376792368|0.2051851965123748|0.19778863156125898|0.19425634291290508|0.3672162044737539
2015-07-01 00:00:00|0.5333633700629344|0.14534580254735704|0.055841583383579384|1912922.6609050762|521286.7905185674|200277.4023695422|0.17116228929062363|0.20819355633851477|0.19195042518083816|0.40007280799991574
2015-08-01 00:00:00|0.5482969187125999|0.15261199996871108|0.05765818502738296|1966482.2512764635|547347.2110237814|206792.69502988976|0.1703118151493917|0.19721519541611388|0.18135993332688466|0.4211338455980415
2015-09-01 00:00:00|0.5468036923962261|0.1687941712103428|0.06936347159336323|1961126.7532824518|605385.0212826884|248774.03304680184|0.19437553761215318|0.18513353895105458|0.18290110118290762|0.39935415539601843
2015-10-01 00:00:00|0.5243142287558077|0.1802788043723362|0.0714052828147603|1880467.6622311093|646574.9796879062|256097.04616305663|0.206011024011968|0.20474868960084874|0.16139268723637656|0.3898601308695919
2015-11-01 00:00:00|0.49280695619701775|0.17139467206315426|0.06841301225550282|1767465.9469953778|614711.7904053205|245365.18401870402|0.2193916744673948|0.194559357340182|0.15901813025418196|0.3966145613079798
2015-12-01 00:00:00|0.49989572325411846|0.17173125418268775|0.07269208746567134|1792890.008531147|615918.9516013267|260712.20707407928|0.24733041270210898|0.17230838912988877|0.16464661837488817|0.3910665545143547
2016-01-01 00:00:00|0.5177722844872447|0.17163455791648244|0.0721698842503713|1984014.9039578643|657674.2926241144|276542.66220805794|0.2564598408846414|0.1959381595145597|0.16511168433057147|0.36625237048120357
2016-02-01 00:00:00|0.5112684161892558|0.1710439348729708|0.0645339233583037|1959093.1921876646|655411.1260621798|247282.96509834385|0.23578471367752082|0.19556971658726024|0.18155192018842176|0.3634166975486372
2016-03-01 00:00:00|0.5161632172622919|0.18403941615249841|0.06652351729903432|1979144.2527030238|705669.3320398806|255073.65214881283|0.24080936300127934|0.18674400619964363|0.19191167732789036|0.3521170430041519
2016-04-01 00:00:00|0.5114699429355569|0.18278515331108267|0.06407456493660146|1962428.470863438|701317.4358791247|245843.87064484414|0.243505266949189|0.1864589641221566|0.19454518491498715|0.3492574289441613
2016-05-01 00:00:00|0.5014826710935036|0.18788654831407692|0.07125978091278955|1925360.3299939507|721359.5354643187|273590.22195995966|0.20249945796590946|0.19565240885058727|0.17877787616764776|0.4006368703903308
2016-06-01 00:00:00|0.48959404392668116|0.17581523849316436|0.07214692953656558|1880934.2940557508|675451.2551809287|277175.8269111464|0.20132806187835425|0.20413562234791546|0.17220841370125586|0.40322256444461846
2016-07-01 00:00:00|0.4924881903290492|0.17338456925378684|0.07340247156818457|1893275.3523020977|666543.3565389358|282181.56891284586|0.22888041524595404|0.19746650813240668|0.18235954232807244|0.3736290771115417
2016-08-01 00:00:00|0.5147426556637036|0.1992079808894185|0.08542764937403768|1980102.2802438657|766309.4807896027|328621.46056906483|0.22628780394075265|0.1959591171181992|0.17972885998892796|0.3826423667442941
2016-09-01 00:00:00|0.5167187641548425|0.19872774994175824|0.08212561165792764|1988979.273430179|764952.6262822641|316121.9424120717|0.24718222652743987|0.19900739109850976|0.1722624003915687|0.35937327565189775
