tempo|week|week_int|year|account_id|account_name|webproperty_id|webproperty_name|webproperty_level|webproperty_website_url|profile_currency|profile_type|profile_website_url|profile_id|profile_name|users|bounces|new_users|pageviews|sessions|time_on_page|unique_pageviews|upload_time|info|period
20201222|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|151656|368|35280|1565739|173760|8.0919561E7|1038459|2021-02-21 22:58:32.426159|basic|day
20201223|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|166|25|124|190|220|32288.0|162|2021-02-21 22:58:32.426159|basic|day
20201224|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|9|1|1|14|11|7272.0|7|2021-02-21 22:58:32.426159|basic|day
20201226|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|258|200|257|231|258|526.0|231|2021-02-21 22:58:32.426159|basic|day
20201227|52|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|114|75|113|90|114|418.0|90|2021-02-21 22:58:32.426159|basic|day
20201228|53|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|190|71|148|229|233|40393.0|187|2021-02-21 22:58:32.426159|basic|day
20201229|53|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|201|83|162|244|257|49311.0|211|2021-02-21 22:58:32.426159|basic|day
20201230|53|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|112|4|87|82|135|11134.0|75|2021-02-21 22:58:32.426159|basic|day
20201231|53|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|161597778|BR - Santander - Web - HK IBPF|11|0|9|6|11|1813.0|5|2021-02-21 22:58:32.426159|basic|day
20201201|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|2085800|1024907|673404|14536793|2976653|1.004109459E9|8685705|2021-02-21 22:58:32.426159|basic|day
20201202|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|2003414|1053432|673506|13194042|2861203|8.82637673E8|8039793|2021-02-21 22:58:32.426159|basic|day
20201203|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1983723|1056329|641178|13222263|2834662|8.7863705E8|8035456|2021-02-21 22:58:32.426159|basic|day
20201204|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1824347|899296|540256|13332134|2646317|9.3371048E8|7701822|2021-02-21 22:58:32.426159|basic|day
20201205|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1063538|733740|375926|4327725|1350462|2.26499212E8|2968056|2021-02-21 22:58:32.426159|basic|day
20201206|49|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|949160|707698|367545|3588051|1199453|1.80726135E8|2495470|2021-02-21 22:58:32.426159|basic|day
20201207|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|2134258|1070875|684051|15759923|3081532|1.104479664E9|9025646|2021-02-21 22:58:32.426159|basic|day
20201208|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1810232|944682|565506|11670427|2546035|7.82012301E8|7132658|2021-02-21 22:58:32.426159|basic|day
20201209|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1870341|941527|577244|12456468|2630296|8.48365973E8|7549345|2021-02-21 22:58:32.426159|basic|day
20201210|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1922015|873759|545807|13743237|2714505|9.484134E8|8220311|2021-02-21 22:58:32.426159|basic|day
20201211|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1647908|795090|465217|11351238|2360980|7.9284618E8|6901979|2021-02-21 22:58:32.426159|basic|day
20201212|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|899328|620994|301353|3776689|1162263|1.96063381E8|2621323|2021-02-21 22:58:32.426159|basic|day
20201213|50|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|769621|570471|277485|3050806|995048|1.51764333E8|2145987|2021-02-21 22:58:32.426159|basic|day
20201214|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1778484|835441|526278|13145590|2595599|9.40641599E8|7760534|2021-02-21 22:58:32.426159|basic|day
20201215|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1862450|846075|552664|13801638|2694984|9.96865622E8|8062991|2021-02-21 22:58:32.426159|basic|day
20201216|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1682938|801110|493791|12044202|2422383|8.57619842E8|7130082|2021-02-21 22:58:32.426159|basic|day
20201217|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1657919|805289|488553|12250351|2413113|8.81011286E8|7070693|2021-02-21 22:58:32.426159|basic|day
20201218|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1651197|753509|477976|13382247|2434348|1.00496594E9|7459244|2021-02-21 22:58:32.426159|basic|day
20201219|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|781310|481350|247403|3528756|992068|1.88191867E8|2424557|2021-02-21 22:58:32.426159|basic|day
20201220|51|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|653261|439952|219910|2771755|829730|1.42024884E8|1932610|2021-02-21 22:58:32.426159|basic|day
20201221|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1627681|668837|459414|13315880|2398660|9.71788932E8|7580367|2021-02-21 22:58:32.426159|basic|day
20201222|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1623373|591160|454666|12209226|2320540|8.09191775E8|6933125|2021-02-21 22:58:32.426159|basic|day
20201223|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1517534|657781|476758|10513551|2103053|7.2484527E8|5976267|2021-02-21 22:58:32.426159|basic|day
20201224|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1038358|520969|352817|5200535|1294947|2.84397691E8|3133926|2021-02-21 22:58:32.426159|basic|day
20201225|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|581520|387056|223727|2130562|708758|9.2810466E7|1447813|2021-02-21 22:58:32.426159|basic|day
20201226|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|681270|397256|240443|2999134|843927|1.50540381E8|1960848|2021-02-21 22:58:32.426159|basic|day
20201227|52|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|629648|388846|239726|2719774|783329|1.31897217E8|1798781|2021-02-21 22:58:32.426159|basic|day
20201228|53|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1412974|484445|404508|11601425|2008835|8.28400121E8|6445883|2021-02-21 22:58:32.426159|basic|day
20201229|53|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1265182|436658|349795|9941472|1787805|6.91094815E8|5630393|2021-02-21 22:58:32.426159|basic|day
20201230|53|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1154782|366832|311128|9467699|1647450|6.71314268E8|5301199|2021-02-21 22:58:32.426159|basic|day
20201231|53|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|753516|276903|224527|3981167|925158|2.09963186E8|2355371|2021-02-21 22:58:32.426159|basic|day
20201201|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|2085800|1024907|673404|14536793|2976653|1.004109459E9|8685705|2021-02-21 22:58:32.426159|basic|day
20201202|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|2003414|1053432|673506|13194042|2861203|8.82637673E8|8039793|2021-02-21 22:58:32.426159|basic|day
20201203|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1983723|1056329|641178|13222263|2834662|8.7863705E8|8035456|2021-02-21 22:58:32.426159|basic|day
20201204|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1824347|899296|540256|13332134|2646317|9.3371048E8|7701822|2021-02-21 22:58:32.426159|basic|day
20201205|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1063538|733740|375926|4327725|1350462|2.26499212E8|2968056|2021-02-21 22:58:32.426159|basic|day
20201206|49|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|949160|707698|367545|3588051|1199453|1.80726135E8|2495470|2021-02-21 22:58:32.426159|basic|day
20201207|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|2134258|1070875|684051|15759923|3081532|1.104479664E9|9025646|2021-02-21 22:58:32.426159|basic|day
20201208|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1810232|944682|565506|11670427|2546035|7.82012301E8|7132658|2021-02-21 22:58:32.426159|basic|day
20201209|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1870341|941527|577244|12456468|2630296|8.48365973E8|7549345|2021-02-21 22:58:32.426159|basic|day
20201210|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1922015|873759|545807|13743237|2714505|9.484134E8|8220311|2021-02-21 22:58:32.426159|basic|day
20201211|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1647908|795090|465217|11351238|2360980|7.9284618E8|6901979|2021-02-21 22:58:32.426159|basic|day
20201212|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|899328|620994|301353|3776689|1162263|1.96063381E8|2621323|2021-02-21 22:58:32.426159|basic|day
20201213|50|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|769621|570471|277485|3050806|995048|1.51764333E8|2145987|2021-02-21 22:58:32.426159|basic|day
20201214|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1778484|835441|526278|13145590|2595599|9.40641599E8|7760534|2021-02-21 22:58:32.426159|basic|day
20201215|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1862450|846075|552664|13801638|2694984|9.96865622E8|8062991|2021-02-21 22:58:32.426159|basic|day
20201216|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1682938|801110|493791|12044202|2422383|8.57619842E8|7130082|2021-02-21 22:58:32.426159|basic|day
20201217|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1657919|805289|488553|12250351|2413113|8.81011286E8|7070693|2021-02-21 22:58:32.426159|basic|day
20201218|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1651197|753509|477976|13382247|2434348|1.00496594E9|7459244|2021-02-21 22:58:32.426159|basic|day
20201219|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|781310|481350|247403|3528756|992068|1.88191867E8|2424557|2021-02-21 22:58:32.426159|basic|day
20201220|51|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|653261|439952|219910|2771755|829730|1.42024884E8|1932610|2021-02-21 22:58:32.426159|basic|day
20201221|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1627681|668837|459414|13315880|2398660|9.71788932E8|7580367|2021-02-21 22:58:32.426159|basic|day
20201222|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1623373|591160|454666|12209226|2320540|8.09191775E8|6933125|2021-02-21 22:58:32.426159|basic|day
20201223|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1517534|657781|476758|10513551|2103053|7.2484527E8|5976267|2021-02-21 22:58:32.426159|basic|day
20201224|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1038358|520969|352817|5200535|1294947|2.84397691E8|3133926|2021-02-21 22:58:32.426159|basic|day
20201225|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|581520|387056|223727|2130562|708758|9.2810466E7|1447813|2021-02-21 22:58:32.426159|basic|day
20201226|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|681270|397256|240443|2999134|843927|1.50540381E8|1960848|2021-02-21 22:58:32.426159|basic|day
20201227|52|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|629648|388846|239726|2719774|783329|1.31897217E8|1798781|2021-02-21 22:58:32.426159|basic|day
20201228|53|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1412974|484445|404508|11601425|2008835|8.28400121E8|6445883|2021-02-21 22:58:32.426159|basic|day
20201229|53|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1265182|436658|349795|9941472|1787805|6.91094815E8|5630393|2021-02-21 22:58:32.426159|basic|day
20201230|53|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|1154782|366832|311128|9467699|1647450|6.71314268E8|5301199|2021-02-21 22:58:32.426159|basic|day
20201231|53|0004|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|172234561|BR - Santander - Web - Master View - Portal|753516|276903|224527|3981167|925158|2.09963186E8|2355371|2021-02-21 22:58:32.426159|basic|day
20201201|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|62325|29299|17591|313617|79979|1.3080121E7|205246|2021-02-21 22:58:32.426159|basic|day
20201202|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|69603|33493|20279|336626|86735|1.4035772E7|219871|2021-02-21 22:58:32.426159|basic|day
20201203|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|63115|32008|17345|290562|78426|1.1934046E7|191580|2021-02-21 22:58:32.426159|basic|day
20201204|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|71852|34286|21156|348931|89638|1.4063842E7|229819|2021-02-21 22:58:32.426159|basic|day
20201205|49|0000|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|43884|25233|12287|195370|54812|7711156.0|128266|2021-02-21 22:58:32.426159|basic|day
20201206|49|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|31854|19705|8159|124203|38589|4773197.0|82958|2021-02-21 22:58:32.426159|basic|day
20201207|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|78132|37926|22332|398555|101114|1.6866537E7|256424|2021-02-21 22:58:32.426159|basic|day
20201208|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|73796|36203|22467|364142|92952|1.4735416E7|238701|2021-02-21 22:58:32.426159|basic|day
20201209|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|72192|35893|21188|347333|90501|1.4157411E7|230483|2021-02-21 22:58:32.426159|basic|day
20201210|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|69575|35025|19256|330163|87520|1.3545317E7|216144|2021-02-21 22:58:32.426159|basic|day
20201211|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|60525|31624|17631|277373|75878|1.133389E7|184368|2021-02-21 22:58:32.426159|basic|day
20201212|50|0001|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|36632|22440|10321|154046|45561|5938956.0|101426|2021-02-21 22:58:32.426159|basic|day
20201213|50|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|29412|19020|8237|111752|35937|4072159.0|72775|2021-02-21 22:58:32.426159|basic|day
20201214|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|74245|36151|22877|370922|94547|1.5547394E7|242453|2021-02-21 22:58:32.426159|basic|day
20201215|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|75802|37371|24132|401215|97303|1.6084745E7|259595|2021-02-21 22:58:32.426159|basic|day
20201216|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|64777|33699|18857|336005|82250|1.4058471E7|212886|2021-02-21 22:58:32.426159|basic|day
20201217|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|62537|31648|18629|344726|81002|1.5512629E7|213380|2021-02-21 22:58:32.426159|basic|day
20201218|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|60594|31378|17641|304628|77094|1.2584287E7|199726|2021-02-21 22:58:32.426159|basic|day
20201219|51|0002|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|36340|22780|10028|155216|45617|5935425.0|103660|2021-02-21 22:58:32.426159|basic|day
20201220|51|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|28421|19219|7905|107086|34740|3936637.0|72024|2021-02-21 22:58:32.426159|basic|day
20201221|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|65347|32102|20052|336510|84121|1.4064731E7|220984|2021-02-21 22:58:32.426159|basic|day
20201222|52|0003|2020|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|175359674|BR - Santander - Web -  Acordo|51819|27932|14107|252382|66925|1.0205832E7|163814|2021-02-21 22:58:32.426159|basic|day
