data|ICC|ICEA|IEC
Mês|ICC |ICEA |IEC 
1994-06-01 00:00:00|82.96280929826443|53.759584846294814|102.43162559957753
1994-07-01 00:00:00|95.59068397310278|65.5984919707216|115.58547864135691
1994-08-01 00:00:00|110.91619444505096|78.39762522348474|132.5952405927618
1994-09-01 00:00:00|112.35375359380265|86.48643730777877|129.59863111781857
1994-10-01 00:00:00|116.08035834353502|96.00746435135142|129.4622876716574
1994-11-01 00:00:00|119.8415410877729|96.67580412832118|135.28536572740737
1994-12-01 00:00:00|121.67594997364208|99.89993161505669|136.19329554603232
1995-01-01 00:00:00|124.41443601301339|101.8231726269126|139.4752782704139
1995-02-01 00:00:00|123.91344951602376|100.87557492710077|139.27203257530576
1995-03-01 00:00:00|114.07428216548797|94.76500715084558|126.94713217524958
1995-04-01 00:00:00|106.21714297547781|88.83782259456827|117.80335656275084
1995-05-01 00:00:00|105.27534464788536|86.46769029738527|117.8137808815521
1995-06-01 00:00:00|102.2147542185067|82.77586631069346|115.17401282371551
1995-07-01 00:00:00|98.04870632690547|84.97636551733167|106.76360019995468
1995-08-01 00:00:00|97.1167991338705|81.85261062630042|107.2929248055839
1995-09-01 00:00:00|97.54284227566157|77.87102245584374|110.6573888222068
1995-10-01 00:00:00|97.44625717347135|79.53369950885258|109.3879622832172
1995-11-01 00:00:00|97.37710161492484|78.46275719892387|109.98666455892551
1995-12-01 00:00:00|97.95220112968065|80.13492707438215|109.83038383321299
1996-01-01 00:00:00|101.3835693712542|84.25259111613808|112.80422154133159
1996-02-01 00:00:00|104.03767453726923|88.38041864286541|114.47584513353844
1996-03-01 00:00:00|108.16934620682721|96.73495293321344|115.79227505590308
1996-04-01 00:00:00|107.70194394307646|100.79264101968631|112.30814589200324
1996-05-01 00:00:00|104.6184913148607|96.96534791826389|109.72058691259193
1996-06-01 00:00:00|105.33348418147386|96.54116411533244|111.19503089223481
1996-07-01 00:00:00|105.6449294718667|98.17999020851471|110.6215556474347
1996-08-01 00:00:00|107.19680552361493|97.32448091671729|113.77835526154666
1996-09-01 00:00:00|106.75644534284172|98.29155183859388|112.39970767900692
1996-10-01 00:00:00|109.3570232910738|102.34264651952495|114.03327447210637
1996-11-01 00:00:00|111.65619960764329|103.45725551159656|117.12216233834111
1996-12-01 00:00:00|112.18325610239259|104.09211506187981|117.57735012940113
1997-01-01 00:00:00|114.30521079659076|109.31010026973647|117.63528448116028
1997-02-01 00:00:00|112.76233176492251|106.11551202974397|117.1935449217082
1997-03-01 00:00:00|115.89003375672031|108.2556927808476|120.97959440730213
1997-04-01 00:00:00|116.9535017260767|113.26387798403994|119.41325088743454
1997-05-01 00:00:00|109.41507124314215|104.61500017042607|112.61511862495288
1997-06-01 00:00:00|106.0874210639816|102.55683637288122|108.44114419138185
1997-07-01 00:00:00|108.37884169349516|104.8533509051961|110.72916888569452
1997-08-01 00:00:00|105.74369074107383|99.69757778813667|109.77443270969863
1997-09-01 00:00:00|98.68760468052626|94.30774604900611|101.60751043487303
1997-10-01 00:00:00|96.90846560031956|93.63929447376206|99.08791301802455
1997-11-01 00:00:00|97.99408261565748|90.46851180402594|103.01112982341185
1997-12-01 00:00:00|93.47199646208814|84.21696455740224|99.64201773187875
1998-01-01 00:00:00|94.4697973723915|85.20609374256229|100.64559979227764
1998-02-01 00:00:00|103.15699171729077|93.12506347774399|109.84494387698861
1998-03-01 00:00:00|100.49275281835392|92.16908510562467|106.04186462684007
1998-04-01 00:00:00|90.9918550963959|82.30745863702265|96.78145273597806
