tempo|goal|account_id|account_name|webproperty_id|webproperty_name|webproperty_level|webproperty_website_url|profile_currency|profile_type|profile_website_url|profile_id|profile_name|assistedConversions|upload_time|info|period
20201207|009|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1|2021-02-23 19:14:38.068518|basic|day
20201207|010|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1|2021-02-23 19:14:38.068518|basic|day
20201207|012|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1565|2021-02-23 19:14:38.068518|basic|day
20201207|013|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|17431|2021-02-23 19:14:38.068518|basic|day
20201207|014|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|19422|2021-02-23 19:14:38.068518|basic|day
20201207|015|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|158350|2021-02-23 19:14:38.068518|basic|day
20201207|016|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|1006|2021-02-23 19:14:38.068518|basic|day
20201207|017|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|372|2021-02-23 19:14:38.068518|basic|day
20201207|018|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|14465|2021-02-23 19:14:38.068518|basic|day
20201207|019|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|27590|2021-02-23 19:14:38.068518|basic|day
20201208|(not set)|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|8794779|2021-02-23 19:14:38.068518|basic|day
20201208|002|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|912|2021-02-23 19:14:38.068518|basic|day
20201208|003|101785796|BR - Santander|UA-101785796-1|BR - Santander - Web|PREMIUM|http://www.santander.com.br|BRL|WEB|http://www.santander.com.br|169440724|BR - Santander - Web - Cartões|11|2021-02-23 19:14:38.068518|basic|day
