tempo|event_category|event_label|event_action|account_id|account_name|webproperty_id|webproperty_name|webproperty_level|webproperty_website_url|profile_currency|profile_type|profile_website_url|profile_id|profile_name|total_events|event_values|unique_events|pageviews|pageviews_per_session|users|upload_time|info|period
||||188545982|loliveira|UA-188545982-1|test|STANDARD|https://www.farolsantander.com.br/#/sp/tour-virtual|USD|WEB|https://www.farolsantander.com.br/#/sp/tour-virtual|236533316|Todos os dados do website|||||||||
