ano_mes|year|page_path|account_id|account_name|webproperty_id|webproperty_name|webproperty_level|webproperty_website_url|profile_currency|profile_type|profile_website_url|profile_id|profile_name|users|bounces|new_users|pageviews|sessions|time_on_page|unique_pageviews|upload_time|info|period
12|2020|"/sp?amp;amp;utm_medium=social-ads&amp;amp;utm_campaign=caps|pf|awar|face-stories|farol-snt|cpm|na|snt|rede-social|interesses&amp;amp;utm_content=programacaofimdeano|farol-snt|interesses|fim-de-ano|video|caps-haus|social-ads|m6569-16492-1&amp;amp;utm_mmm=:m6569-g16492-p16492[t550]5948:&amp;amp;utm_adid=m6569-16492-1&amp;amp;utm_publisher_id=&amp;amp;utm_id=fb_cmp-{{campaign.id}}_adg-{{adset.id}}_ad-{{ad.id}}"|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|112|134|78|155|143|513.0|144|2021-02-21 23:33:18.052801|basic|month
12|2020|"/sp?amp;amp;utm_medium=social-ads&amp;amp;utm_campaign=caps|pf|consid|face-instagram|farol-snt|cpm|na|snt|rede-social|interesses&amp;amp;utm_content=inauguracaodohall|farol-snt|interesses|artes-e-exposicoes|video|caps-haus|social-ads|m6569-16886-1&amp;amp;utm_mmm=:m6569-g16886-p16886[t550]5948:&amp;amp;utm_adid=m6569-16886-1&amp;amp;utm_publisher_id=&amp;amp;utm_id=fb_cmp-{{campaign.id}}_adg-{{adset.id}}_ad-{{ad.id}}"|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|21|26|14|27|26|0.0|27|2021-02-21 23:33:18.052801|basic|month
12|2020|"/sp?amp;utm_medium=social-ads&amp;utm_campaign=caps|pf|awar|face-feeds|farol-snt|cpm|na|snt|rede-social|interesses&amp;utm_content=aberturafarollojafarol1|farol-snt|interesses|artes-e-exposicoes|video|caps-haus|social-ads|m6568-16199-1&amp;utm_mmm=:m6568-g16199-p16199[t550]5947:&amp;utm_adid=m6568-16199-1&amp;utm_publisher_id=&amp;utm_id=fb_cmp-{{campaign.id}}_adg-{{adset.id}}_ad-{{ad.id}}"|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|6|7|3|12|9|52.0|10|2021-02-21 23:33:18.052801|basic|month
12|2020|"/sp?amp;utm_medium=social-ads&amp;utm_campaign=caps|pf|awar|face-feeds|farol-snt|cpm|na|snt|rede-social|interesses&amp;utm_content=coberturaexfinito|farol-snt|interesses|artes-e-exposicoes|video|caps-haus|social-ads|m6568-16472-1&amp;utm_mmm=:m6568-g16472-p16472[t550]5947:&amp;utm_adid=m6568-16472-1&amp;utm_publisher_id=&amp;utm_id=fb_cmp-{{campaign.id}}_adg-{{adset.id}}_ad-{{ad.id}}"|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|9|11|6|12|12|89.0|12|2021-02-21 23:33:18.052801|basic|month
12|2020|"/sp?amp;utm_medium=social-ads&amp;utm_campaign=caps|pf|awar|face-feeds|farol-snt|cpm|na|snt|rede-social|interesses&amp;utm_content=coberturaexfinito|farol-snt|interesses|artes-e-exposicoes|video|caps-haus|social-ads|m6568-16496-1&amp;utm_mmm=:m6568-g16496-p16496[t550]5947:&amp;utm_adid=m6568-16496-1&amp;utm_publisher_id=&amp;utm_id=fb_cmp-{{campaign.id}}_adg-{{adset.id}}_ad-{{ad.id}}"|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|6|7|4|10|8|53.0|8|2021-02-21 23:33:18.052801|basic|month
12|2020|"/sp?amp;utm_medium=social-ads&amp;utm_campaign=caps|pf|awar|face-feeds|farol-snt|cpm|na|snt|rede-social|interesses&amp;utm_content=inauguracaodohall|farol-snt|interesses|artes-e-exposicoes|video|caps-haus|social-ads|m6568-16884-1&amp;utm_mmm=:m6568-g16884-p16884[t550]5947:&amp;utm_adid=m6568-16884-1&amp;utm_publisher_id=&amp;utm_id=fb_cmp-{{campaign.id}}_adg-{{adset.id}}_ad-{{ad.id}}"|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|4|6|2|6|6|0.0|6|2021-02-21 23:33:18.052801|basic|month
12|2020|"/sp?amp;utm_medium=social-ads&amp;utm_campaign=caps|pf|consid|face-feeds|farol-snt|cpv|na|snt|rede-social|interesses&amp;utm_content=jeeyounglee|farol-snt|interesses|artes-e-exposicoes|video|caps-haus|social-ads|m5962-14294-1&amp;utm_mmm=:m5962-g14294-p14294[t550]5367:&amp;utm_adid=m5962-14294-1&amp;utm_publisher_id=&amp;utm_id=fb_cmp-{{campaign.id}}_adg-{{adset.id}}_ad-{{ad.id}}"|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|2|1|2|2|0.0|2|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m5962-g14303-p14303[t550]5367:&utm_adid=m5962-14303-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|2|2|1|2|2|0.0|2|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m5962-g14307-p14307[t550]5367:&utm_adid=m5962-14307-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|5|13|4|13|13|0.0|13|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m5963-g14339-p14339[t550]5368:&utm_adid=m5963-14339-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|0|0|2|1|30.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6290-g15434-p15434[t550]5680:&utm_adid=m6290-15434-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|2|1|2|2|0.0|2|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6290-g15438-p15438[t1048]5680:&utm_adid=m6290-15438-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|1|1|1|1|0.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6290-g15466-p15466[t550]5680:&utm_adid=m6290-15466-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|1|1|1|1|0.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6329-g15897-p15897[t858]5713:&utm_adid=m6329-15897-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|1|1|1|1|0.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6568-g16199-p16199[t550]5947:&utm_adid=m6568-16199-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|55|54|54|56|55|41.0|55|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6568-g16470-p16470[t550]5947:&utm_adid=m6568-16470-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|0|0|2|1|61.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6568-g16471-p16471[t550]5947:&utm_adid=m6568-16471-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|74|74|73|80|77|10.0|77|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6568-g16472-p16472[t550]5947:&utm_adid=m6568-16472-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|21|20|20|26|23|34.0|23|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6568-g16473-p16473[t550]5947:&utm_adid=m6568-16473-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|1|0|1|1|0.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6568-g16496-p16496[t550]5947:&utm_adid=m6568-16496-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|40|39|39|43|41|6.0|41|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6568-g16884-p16884[t550]5947:&utm_adid=m6568-16884-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|56|55|55|61|58|698.0|58|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16197-p16197[t550]5948:&utm_adid=m6569-16197-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|42|40|42|42|42|48.0|42|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16220-p16220[t550]5948:&utm_adid=m6569-16220-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|33|32|33|34|34|12.0|34|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16453-p16453[t550]5948:&utm_adid=m6569-16453-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|26|25|23|27|26|4.0|26|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16464-p16464[t550]5948:&utm_adid=m6569-16464-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|0|0|2|1|12.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16479-p16479[t550]5948:&utm_adid=m6569-16479-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|13|11|11|15|13|24.0|13|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16480-p16480[t550]5948:&utm_adid=m6569-16480-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|0|0|2|1|53.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16481-p16481[t550]5948:&utm_adid=m6569-16481-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|27|24|26|31|29|1149.0|29|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16484-p16484[t550]5948:&utm_adid=m6569-16484-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|0|0|2|1|93.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16491-p16491[t550]5948:&utm_adid=m6569-16491-2&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|49|43|48|52|50|88.0|50|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16492-p16492[t550]5948:&utm_adid=m6569-16492-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|20|18|17|22|21|23.0|21|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16493-p16493[t550]5948:&utm_adid=m6569-16493-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|0|0|2|1|4.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16495-p16495[t550]5948:&utm_adid=m6569-16495-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|80|83|73|97|94|217.0|94|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16785-p16785[t550]5948:&utm_adid=m6569-16785-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|30|29|28|35|32|117.0|32|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16886-p16886[t550]5948:&utm_adid=m6569-16886-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|26|26|25|29|28|67.0|28|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp?utm_mmm=:m6569-g16887-p16887[t550]5948:&utm_adid=m6569-16887-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|66|66|65|66|66|0.0|66|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/404|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|4|1|0|4|1|2.0|4|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/aconteceu-no-farol|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|188|31|26|279|38|6284.0|197|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/aconteceu-no-farol/012019_moda|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|6|0|0|6|0|47.0|6|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/aconteceu-no-farol/201809_001|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|0|0|1|0|24.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/aconteceu-no-farol/201809_003|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|3|0|0|4|0|102.0|3|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/aconteceu/abertura_adoniran|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|2|0|0|2|0|112.0|2|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/aconteceu/flexibilidate_cognitiva|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|2|2|2|2|2|0.0|2|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/aconteceu/inauguracao_vazios|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|2|0|0|2|0|166.0|2|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/aconteceu/os_pontos_e_a_vista|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|2|0|0|2|0|996.0|2|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/aconteceu/reinventando_o_trabalho|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|0|0|1|0|0.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/agenda|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|5594|1185|464|9395|1595|464101.0|6851|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/agenda/debate_c|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|3|3|3|3|3|0.0|3|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/agenda/exp_1920|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|948|147|69|1127|175|35758.0|1024|2021-02-21 23:33:18.052801|basic|month
12|2020|"/sp/agenda/exp_1920?amp;utm_medium=social-ads&amp;utm_campaign=caps|pf|awar|face-feeds|farol-snt|cpm|na|snt|rede-social|interesses&amp;utm_content=talentosnaarte|farol-snt|interesses|empregador-santander|video|caps-haus|social-ads|m6568-16449-1&amp;utm_mmm=:m6568-g16449-p16449[t550]5947:&amp;utm_adid=m6568-16449-1&amp;utm_publisher_id=&amp;utm_id=fb_cmp-{{campaign.id}}_adg-{{adset.id}}_ad-{{ad.id}}"|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|1|0|1|1|0.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|"/sp/agenda/exp_1920?amp;utm_medium=social-ads&amp;utm_campaign=caps|pf|awar|face-stories|farol-snt|cpm|na|snt|rede-social|interesses&amp;utm_content=talentosnaarte|farol-snt|interesses|empregadores-santander|video|caps-haus|social-ads|m6569-16451-1&amp;utm_mmm=:m6569-g16451-p16451[t550]5948:&amp;utm_adid=m6569-16451-1&amp;utm_publisher_id=&amp;utm_id=fb_cmp-{{campaign.id}}_adg-{{adset.id}}_ad-{{ad.id}}"|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|25|28|19|28|28|0.0|28|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/agenda/exp_1920?utm_mmm=:m6568-g16449-p16449[t550]5947:&utm_adid=m6568-16449-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|51|51|49|53|52|44.0|52|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/agenda/exp_1920?utm_mmm=:m6569-g16450-p16450[t550]5948:&utm_adid=m6569-16450-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|18|18|17|18|18|0.0|18|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/agenda/exp_1920?utm_mmm=:m6569-g16451-p16451[t550]5948:&utm_adid=m6569-16451-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|40|37|38|41|40|199.0|40|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/agenda/exp_22|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1189|132|70|1676|185|70929.0|1305|2021-02-21 23:33:18.052801|basic|month
12|2020|"/sp/agenda/exp_22?amp;amp;utm_medium=social-ads&amp;amp;utm_campaign=caps|pf|awar|face-feeds|farol-snt|cpm|na|snt|rede-social|interesses&amp;amp;utm_content=jeeyounglee|farol-snt|interesses|artes-e-exposicoes|video|caps-haus|social-ads|m6290-15433-1&amp;amp;utm_mmm=:m6290-g15433-p15433[t550]5680:&amp;amp;utm_adid=m6290-15433-1&amp;amp;utm_publisher_id=&amp;amp;utm_id=fb_cmp-{{campaign.id}}_adg-{{adset.id}}_ad-{{ad.id}}"|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|1|0|0|1|0|0.0|1|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/agenda/exp_23|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|56|15|14|66|20|6766.0|60|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/agenda/exp_24|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|5646|635|263|7913|864|376087.0|6627|2021-02-21 23:33:18.052801|basic|month
12|2020|"/sp/agenda/exp_24?amp;amp;utm_medium=social-ads&amp;amp;utm_campaign=caps|pf|awar|face-feeds|farol-snt|cpm|na|snt|rede-social|interesses&amp;amp;utm_content=exposicaorevoada|farol-snt|interesses|artes-e-exposicoes|video|caps-haus|social-ads|m6290-15454-1&amp;amp;utm_mmm=:m6290-g15454-p15454[t550]5680:&amp;amp;utm_adid=m6290-15454-1&amp;amp;utm_publisher_id=&amp;amp;utm_id=fb_cmp-{{campaign.id}}_adg-{{adset.id}}_ad-{{ad.id}}"|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|16|20|16|24|22|124.0|22|2021-02-21 23:33:18.052801|basic|month
12|2020|"/sp/agenda/exp_24?amp;amp;utm_medium=social-ads&amp;amp;utm_campaign=caps|pf|awar|face-feeds|farol-snt|cpm|na|snt|rede-social|interesses&amp;amp;utm_content=exposicaorevoada|farol-snt|interesses|artes-e-exposicoes|video|caps-haus|social-ads|m6568-16466-1&amp;amp;utm_mmm=:m6568-g16466-p16466[t550]5947:&amp;amp;utm_adid=m6568-16466-1&amp;amp;utm_publisher_id=&amp;amp;utm_id=fb_cmp-{{campaign.id}}_adg-{{adset.id}}_ad-{{ad.id}}"|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|2|3|1|3|3|0.0|3|2021-02-21 23:33:18.052801|basic|month
12|2020|"/sp/agenda/exp_24?amp;amp;utm_medium=social-ads&amp;amp;utm_campaign=caps|pf|awar|face-stories|farol-snt|cpm|na|snt|rede-social|interesses&amp;amp;utm_content=exposicaorevoada|farol-snt|interesses|artes-e-exposicoes|video|caps-haus|social-ads|m6569-16485-1&amp;amp;utm_mmm=:m6569-g16485-p16485[t550]5948:&amp;amp;utm_adid=m6569-16485-1&amp;amp;utm_publisher_id=&amp;amp;utm_id=fb_cmp-{{campaign.id}}_adg-{{adset.id}}_ad-{{ad.id}}"|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|48|46|29|60|52|326.0|56|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/agenda/exp_24?utm_mmm=:m6290-g15454-p15454[t550]5680:&utm_adid=m6290-15454-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|5|4|3|5|5|52.0|5|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/agenda/exp_24?utm_mmm=:m6568-g16466-p16466[t550]5947:&utm_adid=m6568-16466-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|53|53|51|55|54|78.0|54|2021-02-21 23:33:18.052801|basic|month
12|2020|/sp/agenda/exp_24?utm_mmm=:m6569-g16478-p16478[t550]5948:&utm_adid=m6569-16478-1&utm_publisher_id=|101785796|BR - Santander|UA-101785796-8|BR - Santander - Farol Santander|STANDARD|https://www.farolsantander.com.br|BRL|WEB|https://www.farolsantander.com.br|218018311|All Website data|46|46|42|51|50|91.0|50|2021-02-21 23:33:18.052801|basic|month
